fecha,venta_neta_eur,unidades,num_lineas,fin_de_semana,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_flag,festivo_local_flag,temperatura_media_c,lluvia_indice,turismo_indice,incidencia_ecommerce,tendencia,anio,dummy_anio_2021,dummy_anio_2022,dummy_anio_2023,dummy_anio_2024,sesiones_web,pedidos_online,visitas_tienda,conv_web_pct,ads_display,ads_email_crm,ads_exterior,ads_paid_search,ads_prensa,ads_radio_local,ads_social_paid,ads_video_online
2020-01-11,256039.43,6721,2653,1,0,1,0,0,0,0,0,10.040000000000001,63.75,27.05,0,10,2020,0,0,0,0,1506,52.0,393,0.05273,3390.5779464285715,1326.763296,6799.2881371428575,6578.0663973142855,2961.4302605714292,4865.3946428571435,6330.7146948571435,8413.619017142857
2020-01-12,243821.26,6427,2591,1,0,1,0,0,0,0,0,10.48,68.06,29.389999999999997,0,11,2020,0,0,0,0,1528,59.0,416,0.054810000000000005,3445.2646875,1326.8312306285716,7204.245739428572,6581.425633479999,2979.8135328000008,4943.868750000001,6370.013020800001,8914.724267428572
2020-01-13,248105.56,6583,2598,0,0,1,0,0,0,0,0,9.129999999999999,53.589999999999996,28.639999999999997,0,12,2020,0,0,0,0,1704,67.0,298,0.05277,3472.6080580357143,1559.7519604114286,7447.2203008,7481.809118615428,2987.166841691429,4983.105803571429,6385.732351177144,9215.3874176
2020-01-14,251597.02,6503,2623,0,0,1,0,0,0,0,0,9.459999999999999,60.239999999999995,25.830000000000002,0,13,2020,0,0,0,0,1453,48.0,235,0.05273,3231.854029017857,1606.3361063680002,7593.005037622857,7751.924164156057,3003.1424509622857,4632.412901785714,6065.081511899429,9395.785307702858
2020-01-15,251503.89,6520,2621,0,0,1,0,0,0,0,0,7.94,61.77,34.480000000000004,0,14,2020,0,0,0,0,1683,57.0,305,0.05384,3111.4770145089287,1615.6529355593143,7112.048736859428,7832.958677818245,3009.5326946706286,4457.066450892857,5936.821176188343,8691.131184621714
2020-01-16,259920.41,6737,2702,0,0,1,0,0,0,0,0,10.78,62.0,28.49,0,15,2020,0,0,0,0,1728,56.0,342,0.05299,3051.288507254464,1617.5163013975773,6823.474956401371,7857.269031916901,3012.0887921539656,4369.393225446429,5885.51704190391,8268.338710773027
2020-01-17,235861.78,6206,2521,0,0,1,0,0,0,0,0,8.77,61.910000000000004,24.43,0,16,2020,0,0,0,0,1699,56.0,279,0.05394,3021.194253627232,1617.8889745652298,6650.330688126536,7864.562138146499,3013.1112311473007,4325.556612723214,5864.995388190136,8014.663226463816
2020-01-18,250973.27,6481,2594,1,0,1,0,0,0,0,0,12.02,51.83,36.489999999999995,0,17,2020,0,0,0,0,1695,61.0,410,0.053459999999999994,3006.1471268136156,1617.9635091987602,6546.444127161636,7866.750070015378,3013.5202067446344,4303.638306361607,5856.786726704626,7862.457935878289
2020-01-19,245805.5,6453,2581,1,0,1,0,0,0,0,0,8.85,55.129999999999995,27.380000000000003,0,18,2020,0,0,0,0,1454,58.0,377,0.05292,2998.623563406808,1617.9784161254665,6484.112190582696,7867.406449576041,3013.683796983568,4292.679153180803,5853.503262110422,7771.134761526973
2020-01-20,250347.73,6560,2630,0,0,1,0,0,0,0,0,8.61,60.71,25.910000000000004,0,19,2020,0,0,0,0,1555,50.0,355,0.053570000000000007,2994.8617817034037,1100.5185403679507,6446.713028635331,7225.3162205870985,3013.7492330791415,4287.199576590401,5852.189876272741,7716.340856916184
2020-01-21,250567.82,6579,2603,0,0,1,0,0,0,0,0,10.559999999999999,62.5,27.169999999999998,0,20,2020,0,0,0,0,1733,63.0,269,0.052849999999999994,3247.758033708845,997.0265652164474,6424.2735314669135,7032.689151890416,3073.7354075173707,3982.1240740094863,5249.904521937668,7683.46451414971
2020-01-22,254821.94,6678,2659,0,0,1,0,0,0,0,0,9.190000000000001,58.839999999999996,30.439999999999998,0,21,2020,0,0,0,0,1588,55.0,275,0.05378000000000001,3374.2061597115653,976.3281701861467,6424.285547451576,6974.901031281412,3097.7298772926624,3829.586322719029,5008.990380203639,7703.760137061254
2020-01-23,254869.74,6644,2629,0,0,1,0,0,0,0,0,9.11,54.160000000000004,28.630000000000003,1,22,2020,0,0,0,0,1431,54.0,345,0.05308,3437.4302227129256,972.1884911800865,6424.292757042374,6957.564595098709,3107.3276652027794,3753.3174470738004,4912.624723510027,7715.93751080818
2020-01-24,246098.75,6387,2562,0,0,1,0,0,0,0,0,10.8,63.260000000000005,29.18,0,23,2020,0,0,0,0,1874,68.0,331,0.05173,3469.0422542136057,971.3605553788746,6424.297082796853,6952.3636642439,3111.166780366826,3715.183009251186,4874.078460832583,7723.243935056336
2020-01-25,248159.77,6419,2575,1,1,1,0,0,0,0,0,10.34,60.65,23.6,0,24,2020,0,0,0,0,1515,59.0,486,0.05616,3484.8482699639453,971.1949682186321,6424.29967824954,6950.8033849874555,3112.7024264324446,3696.115790339879,4858.659955761605,7727.627789605231
2020-01-26,243909.7,6328,2510,1,1,1,0,0,0,0,0,11.940000000000001,52.720000000000006,26.82,0,25,2020,0,0,0,0,1593,58.0,314,0.05493,3492.7512778391156,971.1618507865836,6424.301235521152,6950.3353012105235,3113.3166848586925,3686.582180884225,4852.492553733213,7730.2581023345665
2020-01-27,250705.03,6517,2638,0,1,1,0,0,0,0,0,11.22,62.98,28.27,0,26,2020,0,0,0,0,1285,45.0,306,0.0588,3496.7027817767002,1310.4323701573167,6424.30216988412,6141.794876077443,3113.562388229191,3681.815376156398,4850.0255929218565,7731.836289972169
2020-01-28,259086.16,6771,2697,0,1,1,0,0,0,0,0,8.6,57.07000000000001,32.94,0,27,2020,0,0,0,0,1500,61.0,372,0.056940000000000004,3275.968533745493,1378.2864740314635,6424.3027305019,5899.232748537519,3009.607812434534,3816.8791166496276,5302.064522883029,7732.78320255473
2020-01-29,251474.88,6563,2597,0,1,1,0,0,0,0,0,11.34,58.089999999999996,26.02,0,28,2020,0,0,0,0,1450,55.0,234,0.05784,3165.6014097298894,1391.8572948062929,6269.987352586854,5826.464110275541,2968.025982116671,3884.4109868962423,5482.880094867498,7952.995635818552
2020-01-30,247787.96,6462,2594,0,1,1,0,0,0,0,0,10.61,71.03999999999999,17.84,0,29,2020,0,0,0,0,1623,60.0,305,0.05827,3110.4178477220876,1394.5714589612587,6177.398125837826,5804.633518796948,2951.3932499895254,3918.1769220195497,5555.206323661285,8085.123095776846
2020-01-31,252921.78,6535,2608,0,0,1,0,0,0,0,0,10.620000000000001,62.029999999999994,28.169999999999998,0,30,2020,0,0,0,0,1801,52.0,382,0.05117000000000001,3082.8260667181867,1395.1142917922518,6121.84458978841,5798.08434135337,2944.740157138667,3935.0598895812036,5584.1368151788,8164.399571751821
2020-02-01,250129.82,6473,2574,1,1,1,0,0,0,0,0,10.72,60.42,24.5,0,31,2020,0,0,0,0,1092,37.0,352,0.05638,3069.030176216236,1395.2228583584504,6088.51246815876,5796.119588120297,2942.078919998324,3943.5013733620303,5595.709011785806,8211.965457336806
2020-02-02,259187.77,6729,2689,1,1,1,0,0,0,0,0,10.190000000000001,53.489999999999995,29.359999999999996,0,32,2020,0,0,0,0,1272,48.0,270,0.05619,3062.132230965261,1395.2445716716902,6068.513195180971,5795.530162150375,2941.014425142187,3947.7221152524435,5600.337890428608,8240.504988687797
2020-02-03,263180.5,6840,2734,0,1,1,0,0,0,0,0,11.22,58.17999999999999,26.119999999999997,0,33,2020,0,0,0,0,1144,48.0,206,0.05639999999999999,3058.6832583397736,1222.5503429057667,6056.513631394297,6037.279048645112,2940.5886271997324,3949.8324861976503,5602.189441885729,8257.628707498392
2020-02-04,252715.83,6587,2616,0,1,1,0,0,0,0,0,10.76,57.23,27.26,0,34,2020,0,0,0,0,1084,40.0,165,0.054669999999999996,3442.701629169887,1188.011497152582,6049.313893122292,6109.803714593533,2614.4183080227504,3952.413385955968,5596.575776754292,8267.90293878475
2020-02-05,252151.39,6637,2672,0,1,1,0,0,0,0,0,11.83,60.879999999999995,19.39,0,35,2020,0,0,0,0,1364,53.0,271,0.05576,3634.7108145849434,1181.103728001945,5872.164050159089,6131.56111437806,2483.9501803519574,3953.7038358351265,5594.330310701717,8376.707477556563
2020-02-06,256043.08,6684,2692,0,0,1,0,0,0,0,0,12.07,58.35,34.65,0,36,2020,0,0,0,0,1401,46.0,300,0.05184,3730.715407292472,1179.7221741718176,5765.874144381168,6138.088334313417,2431.7629292836405,3954.3490607747062,5593.432124280687,8441.990200819651
2020-02-07,248929.34,6453,2637,0,0,1,0,0,0,0,0,11.7,56.46,36.38,0,37,2020,0,0,0,0,1580,52.0,261,0.05188,3778.7177036462363,1179.4458634057921,5702.100200914415,6140.0465002940255,2410.8880288563137,3954.6716732444957,5593.0728497122755,8481.159834777503
2020-02-08,248349.28,6486,2606,1,0,1,0,0,0,0,0,12.76,62.65,28.95,0,38,2020,0,0,0,0,1114,36.0,302,0.05229,3802.7188518231183,1179.390601252587,5663.835834834363,6140.633950088208,2402.5380686853828,3954.832979479391,5592.929139884911,8504.661615152216
2020-02-09,250603.17,6628,2648,1,0,1,0,0,0,0,0,13.030000000000001,61.129999999999995,26.389999999999997,0,39,2020,0,0,0,0,1391,53.0,220,0.05199,3814.7194259115595,1179.379548821946,5640.877215186332,6140.810185026462,2399.1980846170104,3954.9136325968384,5592.871655953964,8518.762683377045
2020-02-10,250207.68,6477,2576,0,0,1,0,0,0,0,0,13.059999999999999,58.370000000000005,28.410000000000004,0,40,2020,0,0,0,0,1207,42.0,199,0.05042,3820.71971295578,1123.863052621532,5627.102043397514,5000.537341222224,2397.8620909896617,3954.953959155562,5592.848662381586,8527.22332431194
2020-02-11,257410.46,6706,2694,0,0,0,0,0,0,0,0,12.830000000000002,56.77,27.369999999999997,0,41,2020,0,0,0,0,1332,31.0,222,0.03251,3467.9969993350323,1112.7597533814492,5618.836940324222,4658.455488080953,2892.390550681579,4069.964122434924,5279.666607809777,8532.299708872877
2020-02-12,251821.02,6601,2651,0,0,0,0,0,0,0,0,13.01,52.32000000000001,28.360000000000003,0,42,2020,0,0,0,0,1715,40.0,268,0.031740000000000004,3291.6356425246586,1110.5390935334326,5061.109307051676,4555.830932138571,3090.2019345583462,4127.469204074605,5154.393785981054,7535.61696818087
2020-02-13,250511.15,6485,2554,0,0,0,0,0,0,0,0,13.38,63.120000000000005,25.660000000000004,0,43,2020,0,0,0,0,2349,52.0,290,0.03257,3203.4549641194717,1110.0949615638294,4726.4727270881485,4525.043565355857,3169.326488109053,4156.221744894445,5104.284657249565,6937.607323765664
2020-02-14,244890.57,6371,2554,0,0,0,0,0,0,0,0,13.39,60.85,31.080000000000002,0,44,2020,0,0,0,0,2037,47.0,223,0.031779999999999996,3159.3646249168787,1110.0061351699087,4525.690779110032,4515.807355321042,3200.9763095293356,4170.598015304366,5084.241005756969,6578.80153711654
2020-02-15,255190.16,6562,2643,1,0,0,0,0,0,0,0,12.970000000000002,52.83,31.360000000000003,0,45,2020,0,0,0,0,1418,28.0,265,0.030879999999999998,3137.3194553155818,1109.9883698911246,4405.221610323162,4513.036492310598,3213.6362380974488,4177.786150509326,5076.22354515993,6363.518065127067
2020-02-16,258859.28,6748,2662,1,0,0,0,0,0,0,0,12.76,60.9,29.29,0,46,2020,0,0,0,0,1728,43.0,330,0.03634,3126.2968705149333,1109.9848168353678,4332.94010905104,4512.205233407465,3218.7002095246944,4181.380218111806,5073.016560921114,6234.3479819333825
2020-02-17,252563.42,6561,2599,0,0,0,0,0,0,0,0,12.15,56.67,25.74,0,47,2020,0,0,0,0,1525,34.0,227,0.03395,3120.785578114609,1051.4998205099307,4289.571208287766,5869.73014145081,3220.7257980955924,4183.177251913046,5071.733767225589,6156.845932017171
2020-02-18,243485.63,6313,2564,0,0,0,0,0,0,0,0,12.03,57.279999999999994,35.03,0,48,2020,0,0,0,0,1873,36.0,217,0.03211,3509.8827890573048,1039.8028212448432,4263.549867829803,6276.987613863814,3057.8703192382372,4100.292911670809,5265.697792604522,6110.344702067445
2020-02-19,254376.07,6635,2650,0,0,0,0,0,0,0,0,13.540000000000001,62.970000000000006,30.24,0,49,2020,0,0,0,0,1728,44.0,204,0.03414,3704.431394528652,1037.4634213918257,4998.93134926931,6399.164855587715,2992.728127695295,4058.8507415496906,5343.283402756095,6681.2011069547525
2020-02-20,241030.3,6231,2516,0,0,0,0,0,0,0,0,14.26,57.5,30.75,0,50,2020,0,0,0,0,2237,54.0,268,0.03388,3801.705697264326,1036.9955414212222,5440.160238133014,6435.818028104885,2966.671251078118,4038.129656489131,5374.317646816724,7023.714949887137
2020-02-21,255082.17,6635,2639,0,0,0,0,0,0,0,0,13.95,57.760000000000005,26.619999999999997,0,51,2020,0,0,0,0,2281,47.0,261,0.03208,3850.3428486321627,1036.9019654271015,5704.897571451236,6446.813979860037,2956.2485004312475,4027.7691139588514,5386.731344440976,7229.223255646568
2020-02-22,255702.43,6641,2643,1,0,0,0,0,0,0,0,13.41,57.8,29.939999999999998,0,52,2020,0,0,0,0,2053,41.0,295,0.03257,3874.661424316081,1036.8832502282773,5863.73997144217,6450.112765386582,2952.079400172499,4022.5888426937117,5391.696823490676,7352.5282391022265
2020-02-23,247545.09,6492,2604,1,0,0,0,0,0,0,0,14.2,59.45,25.48,0,53,2020,0,0,0,0,1851,44.0,269,0.0344,3886.820712158041,1036.8795071885127,5959.04541143673,6451.102401044545,2950.4117600689997,4019.9987070611414,5393.683015110557,7426.511229175621
2020-02-24,264493.09,6894,2734,0,0,0,0,0,0,0,0,14.48,49.769999999999996,27.2,0,54,2020,0,0,0,0,1610,36.0,225,0.0318,3892.9003560790206,976.064472866274,6016.228675433466,5472.680720313363,2949.7447040276,4018.7036392448563,5394.477491758509,7470.901023219658
2020-02-25,248362.63,6467,2591,0,1,0,0,0,0,0,0,14.190000000000001,63.06,30.95,0,55,2020,0,0,0,0,1599,35.0,222,0.037180000000000005,3142.2530351823675,963.9014660018263,6050.538633831508,5179.154216094009,2712.85788161104,3748.664676765285,5720.700996703404,7497.53489964608
2020-02-26,252494.62,6574,2640,0,1,0,0,0,0,0,0,13.680000000000001,57.67999999999999,32.28,0,56,2020,0,0,0,0,2213,56.0,251,0.037040000000000003,2766.9293747340407,961.4688646289367,5965.9217517274765,5091.096264828202,2618.103152644416,3613.6451955254997,5851.190398681361,7604.4380826447905
2020-02-27,250553.98,6527,2588,0,1,0,0,0,0,0,0,14.76,64.82000000000001,28.919999999999998,0,57,2020,0,0,0,0,1269,32.0,199,0.03784,2579.2675445098776,960.9823443543588,5915.151622465057,5064.67887944846,2580.2012610577663,3546.135454905607,5903.386159472544,7668.579992444018
2020-02-28,255973.11,6665,2653,0,1,0,0,0,0,0,0,14.13,50.37,28.380000000000003,0,58,2020,0,0,0,0,1970,36.0,225,0.03672,2485.436629397796,960.8850402994432,5884.6895449076055,5056.753663834538,2565.0405044231065,3512.3805845956604,5924.264463789017,7707.0651383235545
2020-02-29,261496.97,6832,2717,1,1,0,0,0,0,0,0,16.4,55.67999999999999,28.75,0,59,2020,0,0,0,0,1598,44.0,314,0.03676,2438.521171841755,960.8655794884601,5866.412298373135,5054.376099150361,2558.9762017692424,3495.503149440687,5932.615785515607,7730.156225851275
2020-03-01,246745.44,6459,2594,1,1,0,0,0,0,0,0,14.6,55.010000000000005,35.510000000000005,0,60,2020,0,0,0,0,1459,43.0,317,0.03591,2415.0634430637347,960.8616873262634,5855.445950452453,5053.662829745108,2556.550480707697,3487.0644318632003,5935.956314206243,7744.010878367908
2020-03-02,241606.35,6353,2544,0,1,0,0,0,0,0,0,16.14,50.980000000000004,32.54,0,61,2020,0,0,0,0,1737,43.0,238,0.037669999999999995,2403.3345786747245,1012.3137660366812,5848.866141700044,5052.335991780676,2555.5801922830788,3482.845073074457,5937.292525682497,7752.323669877887
2020-03-03,257760.04,6719,2694,0,1,0,0,0,0,0,0,15.64,63.95,27.410000000000004,0,62,2020,0,0,0,0,1514,34.0,205,0.03697,2657.294432194505,1022.6041817787648,5844.918256448598,5051.937940391345,2858.430648341803,4080.273965108657,5304.487010272999,7757.311344783875
2020-03-04,250309.47,6539,2620,0,1,0,0,0,0,0,0,15.030000000000001,56.3,24.64,0,63,2020,0,0,0,0,1658,39.0,226,0.03594,2784.274358954395,1024.6622649271815,5326.938096726301,5051.818524974547,2979.5708307652926,4378.988411125757,5051.3648041092,6886.312521156039
2020-03-05,250873.24,6545,2617,0,1,0,0,0,0,0,0,15.86,58.129999999999995,26.97,0,64,2020,0,0,0,0,1754,46.0,317,0.03686,2847.7643223343402,1025.0738815568648,5016.150000892923,5051.782700349507,3028.0269037346884,4528.345634134307,4950.115921643681,6363.713226979337
2020-03-06,255942.81,6596,2636,0,0,0,0,0,0,0,0,15.419999999999998,60.39,30.080000000000002,0,65,2020,0,0,0,0,2495,53.0,270,0.03308,2879.5093040243128,1025.1562048828014,4829.677143392897,5051.771952961994,3047.409332922447,4603.024245638582,4909.616368657473,6050.153650473316
2020-03-07,256871.71,6631,2644,1,0,0,0,0,0,0,0,16.169999999999998,54.06,27.119999999999997,0,66,2020,0,0,0,0,1962,39.0,306,0.031740000000000004,2895.3817948692995,1025.1726695479888,4717.793428892881,5051.768728745741,3055.1623045975502,4640.363551390719,4893.41654746299,5862.017904569704
2020-03-08,253729.09,6648,2642,1,0,0,0,0,0,0,0,14.34,56.160000000000004,24.07,0,67,2020,0,0,0,0,2033,49.0,317,0.0319,2903.3180402917924,1025.1759624810263,4650.663200192871,5051.767761480865,3058.2634932675915,4659.033204266789,4886.936618985196,5749.136457027536
2020-03-09,248535.56,6480,2563,0,0,0,0,0,0,0,0,16.39,53.48,26.99,0,68,2020,0,0,0,0,2038,43.0,196,0.03422,2907.2861630030393,1315.2609067819196,4610.385062972866,6292.1003284442595,3059.503968735608,4668.3680307048235,4884.344647594078,5681.407588502236
2020-03-10,250199.2,6587,2633,0,0,0,0,0,0,0,0,16.08,52.3,35.94,0,69,2020,0,0,0,0,1921,39.0,260,0.03233,3501.6973672158056,1373.2778956420982,4586.218180640863,6664.200098533278,3279.000158922815,4121.659729638126,5303.287859037631,5640.770267387055
2020-03-11,253889.29,6673,2677,0,0,0,0,0,0,0,0,17.380000000000003,55.760000000000005,27.419999999999998,0,70,2020,0,0,0,0,1962,48.0,165,0.03363,3798.9029693221887,1384.881293414134,5056.966622670232,6775.830029559983,3366.7986349976977,3848.3055791047773,5470.865143615052,6569.609303289376
2020-03-12,247349.51,6427,2553,0,0,0,0,0,0,0,0,15.86,56.81,25.2,0,71,2020,0,0,0,0,2110,45.0,229,0.032869999999999996,3947.50577037538,1387.2019729685412,5339.415687887853,6809.319008867995,3401.9180254276507,3711.628503838103,5537.896057446021,7126.912724830769
2020-03-13,252835.32,6566,2612,0,0,0,0,0,0,0,0,17.28,55.470000000000006,28.169999999999998,0,72,2020,0,0,0,0,2472,51.0,279,0.031169999999999996,4021.807170901976,1387.6661088794226,5508.885127018426,6819.365702660398,3415.965781599632,3643.2899662047657,5564.708422978409,7461.294777755604
2020-03-14,252398.48,6574,2684,1,0,0,0,0,0,0,1,17.32,49.97,34.0,0,73,2020,0,0,0,0,2297,48.0,273,0.03114,4058.957871165274,1387.758936061599,5610.5667904967695,6822.379710798119,3421.5848840684243,3609.120697388097,5575.433369191363,7661.924009510505
2020-03-15,255502.71,6661,2624,1,0,0,0,0,0,0,1,17.39,58.32000000000001,28.809999999999995,1,74,2020,0,0,0,0,1735,45.0,281,0.031920000000000004,4077.533221296923,1387.777501498034,5671.575788583776,6823.283913239436,3423.8325250559415,3592.036062979763,5579.723347676545,7782.301548563446
2020-03-16,245346.68,6413,2568,0,0,0,0,0,0,0,1,17.47,48.010000000000005,34.89,1,75,2020,0,0,0,0,1921,37.0,204,0.030469999999999997,4086.8208963627476,1399.3869288710355,5708.181187435979,5966.583745400401,3424.7315814509484,3583.493745775596,5581.439339070617,7854.52807199521
2020-03-17,256227.3,6691,2659,0,0,0,0,0,0,0,1,17.65,53.92999999999999,29.919999999999998,1,76,2020,0,0,0,0,1512,33.0,150,0.032979999999999995,3391.9575910385165,1401.7088143456358,5730.144426747302,5709.573695048692,2806.74263258038,3321.1440157449406,5280.46287848539,7897.863986054268
2020-03-18,254478.86,6677,2657,0,0,0,0,0,0,0,1,16.95,50.32,23.2,1,77,2020,0,0,0,0,2276,45.0,236,0.03062,3044.5259383764014,1402.173191440556,5109.175227476952,5632.470679943179,2559.5470530321522,3189.969150729613,5160.072294251298,6897.278391632561
2020-03-19,254079.07,6674,2689,0,0,0,0,0,0,0,1,17.9,57.29,28.1,1,78,2020,0,0,0,0,1801,44.0,313,0.03358,2870.810112045344,1402.26606685954,4736.593707914743,5609.339775411525,2460.668821212861,3124.381718221949,5111.916060557662,6296.927034979537
2020-03-20,249503.34,6477,2584,0,0,0,0,0,0,0,0,16.55,51.67999999999999,27.68,1,79,2020,0,0,0,0,2363,50.0,280,0.0306,2783.952198879815,1402.2846419433367,4513.044796177418,5602.400504052029,2421.1175284851447,3091.588001968117,5092.653567080208,5936.716220987722
2020-03-21,254901.2,6593,2624,1,0,0,0,0,0,0,0,17.68,54.33,32.82,1,80,2020,0,0,0,0,1974,31.0,357,0.03325,2740.5232422970503,1402.288356960096,4378.915449135023,5600.31872264418,2405.2970113940582,3075.191143841201,5084.948569689226,5720.5897325926335
2020-03-22,253780.79,6544,2612,1,0,0,0,0,0,0,0,19.2,55.27,29.77,1,81,2020,0,0,0,0,2161,47.0,288,0.032799999999999996,2718.8087640056683,1402.2890999634478,4298.437840909585,5599.694188221825,2398.9688045576236,3066.9927147777435,5081.866570732834,5590.91383955558
2020-03-23,242151.93,6344,2577,0,0,0,0,0,0,0,0,18.95,48.660000000000004,25.97,1,82,2020,0,0,0,0,2321,47.0,247,0.030580000000000003,2707.9515248599773,1143.056391421261,4250.151275974323,5324.839685037976,2396.43752182305,3062.8935002460144,5080.6337711502765,5513.108303733348
2020-03-24,256570.72,6708,2656,0,0,0,0,0,0,0,0,18.45,57.879999999999995,23.27,1,83,2020,0,0,0,0,2146,47.0,195,0.03292,2655.1443338585605,1091.2098497128236,4221.179337013165,5242.383334082821,2645.147865872077,3672.61389298015,5956.092079888682,5466.424982240009
2020-03-25,255747.74,6710,2665,0,1,0,0,0,0,0,0,19.080000000000002,61.94,33.22,1,84,2020,0,0,0,0,1629,47.0,226,0.03787,2628.740738357852,1080.8405413711362,4894.03617363647,5217.646428796275,2744.632003491688,3977.474089347218,6306.275403384045,5924.38070362972
2020-03-26,253050.4,6516,2617,0,1,0,0,0,0,0,0,18.06,57.25,29.810000000000002,1,85,2020,0,0,0,0,1356,30.0,206,0.036199999999999996,2615.5389406074974,1078.7666797027987,5297.750275610453,5210.225357210311,2784.4256585395324,4129.904187530752,6446.3487327821895,6199.154136463547
2020-03-27,254105.73,6632,2647,0,1,0,0,0,0,0,0,18.97,45.93,31.360000000000003,1,86,2020,0,0,0,0,1549,35.0,285,0.036520000000000004,2608.93804173232,1078.3519073691311,5539.978736794843,5207.999035734521,2800.3431205586703,4206.119236622519,6502.378064541447,6364.018196163843
2020-03-28,249362.98,6426,2582,1,1,0,0,0,0,0,0,18.7,59.61999999999999,24.07,1,87,2020,0,0,0,0,1395,32.0,265,0.03757,2605.637592294732,1078.2689529023976,5685.315813505476,5207.331139291785,2806.7101053663255,4244.226761168402,6524.78979724515,6462.93663198402
2020-03-29,249594.88,6497,2617,1,1,0,0,0,0,0,0,18.580000000000002,48.72,27.839999999999996,1,88,2020,0,0,0,0,1883,51.0,249,0.03649,2603.9873675759372,1078.252362009051,5772.518059531857,5207.130770358964,2809.2568992893875,4263.2805234413445,6533.754490326632,6522.287693476126
2020-03-30,244762.85,6351,2525,0,1,0,0,0,0,0,0,18.09,44.68,23.009999999999998,1,89,2020,0,0,0,0,1603,36.0,152,0.03505,2603.16225521654,1038.5276152589531,5824.839407147685,5371.542088250546,2810.275616858612,4272.807404577816,6537.340367559224,6557.89833037139
2020-03-31,252669.11,6599,2641,0,0,0,0,0,0,0,0,19.9,52.14,33.53,1,90,2020,0,0,0,0,2041,43.0,254,0.03173,2648.8411276082697,1030.5826659089334,5856.232215717182,5420.865483618021,2762.290246743445,4460.463702288907,5636.507575595118,6579.264712508549
2020-04-01,253173.69,6588,2601,0,1,0,0,0,0,0,0,19.84,54.27,24.72,1,91,2020,0,0,0,0,1683,43.0,232,0.03678,2671.680563804135,1028.9936760389296,5796.065043716024,5435.662502228263,2743.0960986973782,4554.291851144453,5276.174458809475,6457.573113219414
2020-04-02,251892.41,6615,2645,0,1,0,0,0,0,0,0,21.15,51.7,28.139999999999997,1,92,2020,0,0,0,0,1603,36.0,258,0.03545,2683.1002819020678,1028.6758780649288,5759.964740515328,5440.101607811336,2735.4184394789513,4601.205925572227,5132.041212095219,6384.558153645934
